author,name,rank,date,duration,id,popularity,album_Name,albumType,releaseDate,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timeSig
Rihanna,Only Girl (In The World),47,2010,235493,2ENexcMEMsYk0rVJigVD3i,85,Loud (Japan Version),album,2010-01-01,False,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,4
Kris Allen,Live Like We're Dying,48,2010,212506,1HfxPaJggVwFsvOtHbVzMz,53,Kris Allen,album,2009-11-16,False,0.589,0.893,0,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,4
Rihanna Featuring Jeezy,Hard,49,2010,250600,3YJkAQNEhmCZGLdmPsu6Ye,56,Rated R,album,2009-11-20,True,0.31,0.746,1,-3.599,1,0.111,0.0121,0,0.649,0.163,182.032,4
Jay-Z + Mr. Hudson,Young Forever,50,2010,253906,35srNkJVToAzYiZzron1FY,68,The Blueprint 3,album,2009-09-08,True,0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,4
Ke$ha Featuring 3OH!3,Blah Blah Blah,51,2010,172053,7lWUJpax919G4JdaFEVmCy,70,Animal (Expanded Edition),album,2010-01-01,True,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,4
Trey Songz Featuring Nicki Minaj,Bottoms Up,52,2010,242013,4AYX69oFP3UOS1CFmV9UfO,74,"Passion, Pain & Pleasure (Deluxe Version)",album,2010-09-14,True,0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,73.989,4
Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,53,2010,210800,6A5NlmBCsCGbJ27jHQgKV5,71,All Or Nothing,album,2009-01-01,False,0.854,0.674,11,-4.896,1,0.0705,0.0204,0,0.101,0.818,125.845,4
OneRepublic,All The Right Moves,54,2010,238000,5XRHGXut00SrJUFmcn2lQF,69,Waking Up,album,2009-01-01,False,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,4
Orianthi,According To You,55,2010,200253,0M45YYpFECO0xvXlKgQ7sE,49,Believe,album,2009-01-01,False,0.613,0.917,5,-2.549,1,0.054,0.0222,5.86e-06,0.105,0.538,131.007,4
Ludacris Featuring Nicki Minaj,My Chick Bad,56,2010,216933,3bMNprrp2JDKZsGbiXpsJl,69,Battle Of The Sexes (Deluxe),album,2010-01-01,True,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,4
Taylor Swift,You Belong With Me,57,2010,231124,1qrpoAMXodY6895hGKoUpA,87,Fearless (Taylor's Version),album,2021-04-09,False,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4
The Black Eyed Peas,Meet Me Halfway,58,2010,286615,7AEOX0MZG1oERKKPmVSMSF,0,Greatest Top 50 Hits,album,2009-11-01,False,0.774,0.574,11,-6.848,0,0.0633,0.0113,0,0.11,0.42,130.017,4
Ke$ha,Take It Off,59,2010,241319,5YT0DNi6fN4rzd0SX90VR8,0,Take it off,single,2010-10-26,False,0.923,0.742,1,-4.319,1,0.0349,0.00633,3.45e-05,0.049,0.747,110.013,4
Drake,Over,60,2010,233560,6BdgtqiV3oXNqBikezwdvC,73,Thank Me Later,album,2010-01-01,True,0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,5
Neon Trees,Animal,61,2010,212293,1fBl642IhJOE5U319Gy2Go,73,Habits,album,2010-01-01,False,0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,4
Maroon 5,Misery,62,2010,216200,6KBYk8OFtod7brGuZ3Y67q,65,Hands All Over (Deluxe),album,2010,False,0.704,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.98,4
B.o.B Featuring Rivers Cuomo,Magic,63,2010,196133,5uHYcK0nbEYgRaFTY5BqnP,68,B.o.B Presents: The Adventures of Bobby Ray,album,2010-04-27,False,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,4
Lady Gaga,Paparazzi,64,2010,208306,7Hqig8kp32q2Ire3ECQvWM,75,The Fame,album,2008-01-01,False,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,4
New Boyz Featuring Ray J,Tie Me Down,65,2010,178807,4faiJXyBflUVVOOE9fxbeg,52,Skinny Jeanz and a Mic,album,2009-09-15,True,0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.38,97.967,4
Nicki Minaj,Your Love,66,2010,245253,1w6kG4Rc29m5EherbvpkF5,67,Pink Friday,album,2010-01-01,True,0.422,0.52,11,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.63,4
Miley Cyrus,Party In The U.S.A.,67,2010,202066,5Q0Nhxo0l2bP3pNjpGJwV1,80,The Time Of Our Lives,album,2009-01-01,False,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4
Chris Brown Featuring Tyga & Kevin McCall,Deuces,68,2010,276560,6wN4nT2qy3MQc098yL3Eu9,71,F.A.M.E. (Expanded Edition),album,2011-03-22,True,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,4
Britney Spears,3,69,2010,213173,6pymOcrCnMuCWdgGVTvUgP,63,The Singles Collection,compilation,2009-11-09,False,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,4
Shontelle,Impossible,70,2010,226533,1T8PwF3JhIiWwBhun23RNe,69,No Gravity,album,2010-01-01,False,0.6,0.624,8,-3.631,1,0.0334,0.385,0,0.125,0.529,90.036,4
"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,71,2010,357706,5UsLjwBaTHBX4ektWIr4XX,77,Relapse: Refill,album,2009-05-15,True,0.457,0.906,5,-2.278,0,0.342,0.249,0,0.182,0.54,104.02,5
Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,72,2010,242840,1MaqkdFNIKPdpQGDzme5ss,68,Love Drunk,album,2009-09-07,False,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,4
3OH!3 Featuring Ke$ha,My First Kiss,73,2010,192440,17tDv8WA8IhqE8qzuQn707,63,Streets Of Gold,album,2010-06-25,False,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,4
Kelly Clarkson,Already Gone,74,2010,281560,4fq2YUONcgrCJ2SPndSeKC,59,All I Ever Wanted,album,2009-03-06,False,0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.0768,0.294,78.139,4
The Black Eyed Peas,Rock That Body,75,2010,269035,4e9AWHy3ULi2poxShu3Bn7,0,100 Hip Hop Hits 2011,album,2011-04-01,False,0.771,0.692,7,-8.365,1,0.0555,0.0255,0,0.584,0.798,125.006,4
OneRepublic,Secrets,76,2010,224693,1NhPKVLsHhFUHIOZ32QnS2,79,Waking Up,album,2009-01-01,False,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4
Selena Gomez & The Scene,Naturally,77,2010,202586,1YaVmBh7EAeR54FIjuFcb5,69,Kiss & Tell,album,2009-01-01,False,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,4
Alicia Keys,Un-Thinkable (I'm Ready),78,2010,282026,4o4wEDRqotccDTXiQ7TORu,73,Un-thinkable (I'm Ready) (feat. Drake) [Remix],single,2010-05-28,False,0.531,0.603,7,-6.242,1,0.0944,0.728,0,0.11,0.228,86.162,4
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,79,2010,232506,12PNcnMsjsZ3eHm62t8hiy,71,Victory,album,2010-03-02,True,0.545,0.781,10,-3.616,1,0.185,0.0139,0,0.161,0.277,150.097,4
"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",I Made It (Cash Money Heroes),80,2010,249546,6H2wnX7ytNeCKERIVqCwgs,54,To The Sky,album,2010-01-01,True,0.592,0.944,7,-2.94,1,0.111,0.043,0,0.365,0.574,124.42,5
Sugarland,Stuck Like Glue,81,2010,247586,0JcKdUGNR7zI4jJDLyYXbi,67,The Incredible Machine,album,2010-01-01,False,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,4
Usher Featuring Plies,Hey Daddy (Daddy's Home),82,2010,224093,030OCtLMrljNhp8OWHBWW3,75,Raymond v Raymond (Expanded Edition),album,2010-03-30,False,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,4
Usher,There Goes My Baby,83,2010,281293,6IUiqtI8tE49sqGbmtrNd8,62,Raymond v Raymond (Expanded Edition),album,2010-03-30,False,0.626,0.52,9,-8.077,0,0.0892,0.175,0,0.13,0.257,77.468,4
Taylor Swift,Today Was A Fairytale,84,2010,241822,2JoJrsEV15OzbijS47lids,68,Fearless (Taylor's Version),album,2021-04-09,False,0.482,0.779,7,-5.025,1,0.0409,0.0135,0,0.296,0.328,158.162,4
Timbaland Featuring Drake,Say Something,85,2010,240920,7qje9qxLncMESiPeI27SAn,67,Shock Value II,album,2009-01-01,True,0.555,0.713,11,-4.549,1,0.0911,0.0845,0,0.712,0.725,79.934,4
Beyonce,Sweet Dreams,86,2010,208066,1FKxKGONukVFXWVJxAKmlz,67,I AM...SASHA FIERCE,album,2008-11-14,False,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,4
Kings Of Leon,Use Somebody,87,2010,230760,5VGlqQANWDKJFl0MBG3sg2,80,Only By The Night,album,2008-09-23,False,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,4
Carrie Underwood,Undo It,88,2010,177253,1Fo2N5iXRi37maMboaig7O,62,Play On,album,2009,False,0.476,0.84,2,-2.259,1,0.058,0.11,0,0.046,0.648,156.254,4
Sean Kingston & Justin Bieber,Eenie Meenie,89,2010,201653,45O0tUN9Bh6LH4eNxQ07AT,67,Eenie Meenie EP,single,2020-02-28,False,0.734,0.639,1,-3.241,1,0.0316,0.0348,0,0.102,0.836,121.212,4
Lil Wayne Featuring Drake,Right Above It,90,2010,271946,1kMuU3TNQvHbqvXCWBodmP,72,I Am Not A Human Being,album,2010-01-01,True,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,4
Miranda Lambert,The House That Built Me,91,2010,236626,02eD9ymfJOJOhM97HYp5R9,70,Revolution,album,2009-09-24,False,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,4
The Band Perry,If I Die Young,92,2010,222773,4u26EevCNXMhlvE1xFBJwX,69,The Band Perry,album,2010-01-01,False,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,4
Paramore,The Only Exception,93,2010,267653,7JIuqL4ZqkpfGKQhYlrirs,78,Brand New Eyes,album,2009-09-28,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,3
Lady Antebellum,American Honey,94,2010,224866,4xInIiKipU1mtUogJ3ZdYr,67,Need You Now,album,2010-01-01,False,0.588,0.684,1,-5.154,1,0.0288,0.508,0,0.141,0.121,85.997,4
Sara Bareilles,King Of Anything,95,2010,207493,3VA8T3rNy5V24AXxNK5u9E,62,Kaleidoscope Heart,album,2010-09-07,False,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,4
Daughtry,Life After You,96,2010,206413,4gWTBq5Jftq5CEKYpLXD8R,58,Leave This Town,album,2009-07-14,False,0.434,0.764,5,-3.45,1,0.0299,0.0534,0,0.437,0.309,51.316,4
Uncle Kracker,Smile,97,2010,201626,4ZC8hXXqu2hPcDLw9QTdtQ,67,Happy Hour,album,2009-09-11,False,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,4
Cali Swag District,Teach Me How To Dougie,98,2010,237480,61LtVmmkGr8P9I2tSPvdpf,71,The Kickback,album,2011-07-12,True,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,4
Alicia Keys,Try Sleeping With A Broken Heart,99,2010,249013,1yK9LISg5uBOOW5bT2Wm0i,63,The Element Of Freedom,album,2009-12-15,False,0.496,0.821,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,5
Jerrod Niemann,"Lover, Lover",100,2010,193733,5UzU0qw21okODBNUnxptVo,63,Judge Jerrod & The Hung Jury,album,2010-07-13,False,0.879,0.567,7,-6.509,1,0.0588,0.186,0,0.622,0.948,112.473,4
Adele,Rolling In The Deep,1,2011,228093,1c8gk2PeTE04A1pIDH9YMk,83,21,album,2011-01-24,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4
LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,2,2011,262173,0IkKz2J93C94Ei4BvDop7P,71,Sorry For Party Rocking,album,2011-01-01,False,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,4
Katy Perry,Firework,3,2011,227893,4r6eNCsrZnQWJzzvFh4nlg,74,Teenage Dream,album,2010-01-01,False,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,4
Katy Perry Featuring Kanye West,E.T.,4,2011,206373,4kkeuVl6gF3RMqE4Nn5W3E,67,Teenage Dream,album,2010-01-01,False,0.602,0.863,5,-5.423,0,0.0773,0.0178,0,0.389,0.732,150.183,4
"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,5,2011,252306,4QNpBfC0zvjKqPJcyqBy9W,85,Planet Pit (Deluxe Version),album,2011-06-17,False,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,4
Bruno Mars,Grenade,6,2011,222091,2tJulUYLDKOg9XrtVkMgcJ,80,Doo-Wops & Hooligans,album,2010-10-05,False,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
Nicki Minaj,Super Bass,8,2011,200013,3hlksXnvbKogFdPbpO9vel,83,Pink Friday (Complete Edition),album,2010-11-22,True,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,4
Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,9,2011,201160,7LcfRTgAVTs5pQGEQgUEzN,74,Hands All Over,album,2010,False,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,4
The Black Eyed Peas,Just Can't Get Enough,10,2011,222014,19jd1ffgFMwGpafuoqImry,17,Ultimate Instrumentals 2011,album,2011-05-03,False,0.475,0.44,0,-11.459,0,0.0395,0.116,0.715,0.126,0.107,93.993,4
Jennifer Lopez Featuring Pitbull,On The Floor,11,2011,284866,3C0nOe05EIt1390bVABLyN,81,Love?,album,2011-01-01,False,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,4
Rihanna,S&M,12,2011,243600,7ySUcLPVX7KudhnmNcgY2D,83,Loud (Japan Version),album,2010-01-01,True,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,4
Foster The People,Pumped Up Kicks,13,2011,239600,7w87IxuO7BDcJ3YUqCyMTT,86,Torches,album,2011-05-23,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
Katy Perry,Last Friday Night (T.G.I.F.),14,2011,230733,3avYqdwHKEq8beXbeWCKqJ,78,Teenage Dream,album,2010-01-01,False,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,4
Bruno Mars,Just The Way You Are,15,2011,220734,7BqBn9nzAq8spo5e7cZ0dJ,87,Doo-Wops & Hooligans,album,2010-10-05,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
Enrique Iglesias Featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You),16,2011,231293,79R98MwYRcQZdAzjjzUbiX,55,Euphoria,album,2010,False,0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,4
P!nk,Raise Your Glass,17,2011,202960,1gv4xPanImH17bKZ9rOveR,81,Raise Your Glass,single,2010-10-05,True,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,4
Lady Gaga,Born This Way,18,2011,260252,6r2BECwMgEoRb5yLfp0Hca,71,Born This Way (Special Edition),album,2011-01-01,False,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,4
P!nk,F**kin' Perfect,19,2011,213720,3ueoTboomKEQpI3r9z47Kg,71,F**kin' Perfect (Radio Edit),single,2010-12-15,False,0.561,0.653,7,-4.918,1,0.0349,0.0418,0,0.347,0.496,91.961,4
Rihanna Featuring Drake,What's My Name?,20,2011,263173,6DkXLzBQT7cwXmTyzAB1DJ,75,Loud (Japan Version),album,2010-01-01,True,0.689,0.784,2,-2.972,1,0.074,0.182,0,0.0843,0.561,99.954,4
Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,21,2011,222586,3hsmbFKT5Cujb5GQjqEU39,74,F.A.M.E. (Expanded Edition),album,2011-03-22,True,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,4
Jeremih Featuring 50 Cent,Down On Me,22,2011,228453,0x3TibRgnSqzkcwrqBd4iX,76,All About You,album,2010-01-01,False,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,4
Lil Wayne,How To Love,23,2011,240306,5W7BcYDIaeXnpG3e39T7hJ,69,Tha Carter IV (Complete Edition),album,2011-08-29,False,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,4
Adele,Someone Like You,24,2011,285240,1zwMYTA5nlNjZxYrvBB2pV,81,21,album,2011-01-24,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4
OneRepublic,The Good Life,25,2011,253306,6OtCIsQZ64Vs1EbzztvAv4,76,Waking Up,album,2009-01-01,True,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,4
Bruno Mars,The Lazy Song,26,2011,189109,1ExfPZEiahqhLyajhybFeS,76,Doo-Wops & Hooligans,album,2010-10-05,False,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,4
Britney Spears,Till The World Ends,27,2011,237946,38iU2jg98IZZEIJPrP7aWD,68,Femme Fatale (Deluxe Version),album,2011-03-28,False,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,4
Lupe Fiasco,The Show Goes On,28,2011,239613,4NTWZqvfQTlOMitlVn6tew,72,Lasers,album,2011-03-04,True,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,4
Lady Gaga,The Edge Of Glory,29,2011,320586,0JNdS1n0ifOP25XvhwAMgM,66,Born This Way,album,2011-01-01,False,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,4
Ke$ha,We R Who We R,30,2011,199054,1p4mnh4jOsO14XtD5zAjaB,3,Ultimate Pop Hits 2010,compilation,2011-03-04,False,0.744,0.474,8,-12.81,1,0.112,0.214,0,0.231,0.745,119.999,4
Wiz Khalifa,Black And Yellow,31,2011,217666,5A6OHHy73AR5tLxgTc98zz,78,Rolling Papers,album,2011-03-29,True,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,4
Hot Chelle Rae,Tonight Tonight,32,2011,200466,2i0AUcEnsDm3dsqLrFWUCq,73,Whatever,album,2011-11-25,False,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,4
Ke$ha,Blow,33,2011,180000,6OeGJKmvkUbBLeG1DuHiv6,0,Blowup Punch,compilation,2023-03-13,False,0.772,0.403,4,-4.644,1,0.0641,0.226,0.892,0.0909,0.806,96.031,4
Bad Meets Evil Featuring Bruno Mars,Lighters,34,2011,303813,5zpDHEU12zATwLGvozxPw2,70,Hell: The Sequel (Deluxe),album,2011-01-01,True,0.676,0.695,0,-8.327,1,0.245,0.352,0,0.119,0.144,90.268,4
The Band Perry,If I Die Young,35,2011,222773,4u26EevCNXMhlvE1xFBJwX,69,The Band Perry,album,2010-01-01,False,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,4
Gym Class Heroes Featuring Adam Levine,Stereo Hearts,36,2011,210960,0qOnSQQF0yzuPWsXrQ9paz,84,The Papercut Chronicles II,album,2011-11-11,False,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
The Black Eyed Peas,The Time (Dirty Bit),37,2011,294191,3TyIWEX7dDQI5tsKLEJtKA,0,2010 #1 Pop Hits,album,2006-12-13,False,0.799,0.676,9,-12.642,1,0.0523,0.0339,0.00212,0.0892,0.679,128.009,4
Diddy - Dirty Money Featuring Skylar Grey,Coming Home,38,2011,238693,6Iocm6VMu6bVNYwiDoyQFW,71,Last Train To Paris,album,2010-01-01,False,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,4
Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),39,2011,234453,3rfhI32Il2hVRKDkuGeeen,78,Planet Pit (Deluxe Version),album,2011-06-17,False,0.595,0.912,10,-3.428,0,0.0884,0.0434,0,0.259,0.762,128.024,4
Rihanna,Only Girl (In The World),40,2011,235493,2ENexcMEMsYk0rVJigVD3i,85,Loud (Japan Version),album,2010-01-01,False,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,4
Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,41,2011,248586,5Qy6a5KzM4XlRxsNcGYhgH,74,Tha Carter IV (Complete Edition),album,2011-08-29,True,0.364,0.752,2,-5.429,1,0.304,0.0007,0,0.318,0.606,79.119,4
Lady Antebellum,Just A Kiss,42,2011,218840,2OXidlnDThZR3zf36k6DVL,65,Own The Night,album,2011-09-13,False,0.593,0.639,1,-5.826,1,0.0307,0.446,0,0.0998,0.332,142.881,4
Jason Aldean,Dirt Road Anthem,43,2011,229400,2qYsSHsYkihWx043HVJQRV,76,My Kinda Party,album,2010-11-02,False,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,4
Taio Cruz,Dynamite,44,2011,203866,1DqdF42leyFIzqNDv9CjId,73,Rokstarr,album,2010-01-01,False,0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,4
Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands,45,2011,263773,03tqyYWC9Um2ZqU0ZN849H,79,Flockaveli,album,2010-10-01,True,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,4
Britney Spears,I Wanna Go,46,2011,210266,5cCAZS9VhLGEDV4NCfieeg,69,Femme Fatale (Deluxe Version),album,2011-03-28,False,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,4
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One,47,2011,296146,608a1wIsSd5KzMEqm1O7w3,74,We The Best Forever,album,2011-01-01,True,0.413,0.807,11,-3.499,0,0.318,0.0536,0,0.631,0.438,149.33,4
Cobra Starship Featuring Sabi,You Make Me Feel...,48,2011,215693,16Of7eeW44kt0a1M0nitHM,72,Night Shades,album,2011-08-29,False,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,4
Chris Brown,Yeah 3X,49,2011,241666,2QtxlzvSBONjs1bDC34ixs,71,F.A.M.E. (Expanded Edition),album,2011-03-22,True,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,4
Nicki Minaj Featuring Drake,Moment 4 Life,50,2011,279306,1ia019RqDK2o4QiANR1Dyn,74,Pink Friday,album,2010-01-01,True,0.475,0.882,11,-3.883,1,0.351,0.406,0,0.241,0.369,98.001,4
Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,51,2011,283733,70ATm56tH7OrQ1zurYssz0,72,I Need A Doctor,single,2011-02-01,True,0.594,0.946,3,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826,4
Nelly,Just A Dream,52,2011,237800,3ZdJffjzJWFimSQyxgGIxN,77,5.0,album,2010-11-12,False,0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,4
Kelly Rowland Featuring Lil Wayne,Motivation,53,2011,230560,6rbhWExtuchhpLC5fHnB8n,67,Here I Am (Deluxe Version),album,2011-01-01,False,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,4
Edward Maya & Vika Jigulina,Stereo Love,54,2011,247614,35Dofxo9smHVxmFQbhYIAT,60,Stereo Love,single,2010-02-02,False,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127.049,4
Christina Perri,Jar Of Hearts,55,2011,246587,0HZhYMZOcUzZKSFwPOti6m,76,lovestrong.,album,2011-05-10,False,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,4
Wiz Khalifa,Roll Up,56,2011,227773,53DB6LJV9B8sz0p1s6tlGS,64,Rolling Papers,album,2011-03-29,True,0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.602,125.358,5
LMFAO,Sexy And I Know It,57,2011,199480,0obBFrPYkSoBJbvHfUIhkv,66,Sorry For Party Rocking (Deluxe Version),album,2011-01-01,False,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,4
Far*East Movement Featuring Ryan Tedder,Rocketeer,58,2011,211253,45sDIKapDyxPl307QpEAwl,69,Free Wired,album,2010-01-01,False,0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,4
Kanye West,All Of The Lights,59,2011,299613,22L7bfCiAkJo5xGSQgmiIO,81,My Beautiful Dark Twisted Fantasy,album,2010-11-22,True,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,4
Britney Spears,Hold It Against Me,60,2011,228826,7Dyq1bhhjknLKEGg4k5NLr,59,Femme Fatale (Deluxe Version),album,2011-03-28,False,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.973,4
Usher,More,61,2011,219986,0aBKFfdyOD1Ttvgv0cfjjJ,72,More,single,2010-11-22,False,0.551,0.893,7,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,4
Avril Lavigne,What The Hell,62,2011,220706,2z4U9d5OAA4YLNXoCgioxo,76,Goodbye Lullaby (Expanded Edition),album,2011-03-08,False,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4
Tinie Tempah Featuring Eric Turner,Written In The Stars,63,2011,219560,61HQWI1Woxup7CnGwVUsdI,55,Disc-Overy,album,2010-05-31,True,0.644,0.945,7,-3.534,1,0.0717,0.0587,0,0.184,0.573,91.017,4
Trey Songz Featuring Nicki Minaj,Bottoms Up,64,2011,242013,4AYX69oFP3UOS1CFmV9UfO,74,"Passion, Pain & Pleasure (Deluxe Version)",album,2010-09-14,True,0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,73.989,4
Usher Featuring Pitbull,DJ Got Us Fallin' In Love,65,2011,220800,4356Typ82hUiFAynbLYbPn,83,Raymond v Raymond (Expanded Edition),album,2010-03-30,False,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,4
The Script,For The First Time,66,2011,252853,09ZcYBGFX16X8GMDrvqQwt,63,Science & Faith,album,2011-01-18,True,0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,173.794,4
